star,mv,bvcolor,observation_id
1326,10.3078830676146,1.56,j127.100
1326,10.3078830676146,1.56,j124.344
1326,10.3078830676146,1.56,j131.343
1326,10.3078830676146,1.56,j151.148
1326,10.3078830676146,1.56,j124.145
1326,10.3078830676146,1.56,j134.220
1326,10.3078830676146,1.56,j130.2310
1326,10.3078830676146,1.56,j131.517
1326,10.3078830676146,1.56,j184.165
1326,10.3078830676146,1.56,j130.694
1326,10.3078830676146,1.56,j14.78
1326,10.3078830676146,1.56,j213.125
1326,10.3078830676146,1.56,j130.1107
1326,10.3078830676146,1.56,j130.1726
1326,10.3078830676146,1.56,j156.1980
1326,10.3078830676146,1.56,j23.205
1326,10.3078830676146,1.56,j09.241
1326,10.3078830676146,1.56,j159.713
1326,10.3078830676146,1.56,j123.92
1326,10.3078830676146,1.56,j130.2112
1326,10.3078830676146,1.56,j121.172
1326,10.3078830676146,1.56,j884.132
1326,10.3078830676146,1.56,j97.2181
1326,10.3078830676146,1.56,j821.168
1326,10.3078830676146,1.56,j305.91
1326,10.3078830676146,1.56,j124.147
1326,10.3078830676146,1.56,j135.106
1326,10.3078830676146,1.56,j124.146
1326,10.3078830676146,1.56,j137.226
1326,10.3078830676146,1.56,j08.268
1326,10.3078830676146,1.56,j258.236
1326,10.3078830676146,1.56,j130.1724
1326,10.3078830676146,1.56,j902.110
1326,10.3078830676146,1.56,j887.132
1326,10.3078830676146,1.56,j156.1979
1326,10.3078830676146,1.56,j235.116
1326,10.3078830676146,1.56,j181.136
1326,10.3078830676146,1.56,j133.89
1326,10.3078830676146,1.56,j141.103
1326,10.3078830676146,1.56,j153.528
1326,10.3078830676146,1.56,j160.110
1326,10.3078830676146,1.56,j143.79
1326,10.3078830676146,1.56,j832.153
1326,10.3078830676146,1.56,j157.526
1326,10.3078830676146,1.56,j151.149
1326,10.3078830676146,1.56,j134.218
1326,10.3078830676146,1.56,j130.913
1326,10.3078830676146,1.56,j126.299
1326,10.3078830676146,1.56,j159.122
1326,10.3078830676146,1.56,j154.93
1326,10.3078830676146,1.56,j131.723
1326,10.3078830676146,1.56,j127.305
1326,10.3078830676146,1.56,j123.91
1326,10.3078830676146,1.56,j124.514
1326,10.3078830676146,1.56,j56.1360
1326,10.3078830676146,1.56,j58.201
1326,10.3078830676146,1.56,j127.306
1326,10.3078830676146,1.56,j127.532
1326,10.3078830676146,1.56,j136.68
1326,10.3078830676146,1.56,j130.2311
1326,10.3078830676146,1.56,j145.74
1326,10.3078830676146,1.56,j131.918
1326,10.3078830676146,1.56,j803.185
1326,10.3078830676146,1.56,j126.102
1326,10.3078830676146,1.56,j859.146
1326,10.3078830676146,1.56,j130.2528
1326,10.3078830676146,1.56,j138.147
1326,10.3078830676146,1.56,j305.92
1326,10.3078830676146,1.56,j159.121
1326,10.3078830676146,1.56,j130.1527
1326,10.3078830676146,1.56,j130.88
1326,10.3078830676146,1.56,j801.184
1326,10.3078830676146,1.56,j130.89
1326,10.3078830676146,1.56,j08.2040
1326,10.3078830676146,1.56,j122.104
1326,10.3078830676146,1.56,j130.1725
1326,10.3078830676146,1.56,j133.391
1326,10.3078830676146,1.56,j251.265
1326,10.3078830676146,1.56,j137.73
1326,10.3078830676146,1.56,j166.477
1326,10.3078830676146,1.56,j08.1645
1326,10.3078830676146,1.56,j26.959
1326,10.3078830676146,1.56,j810.133
1326,10.3078830676146,1.56,j140.75
1326,10.3078830676146,1.56,j56.1059
1326,10.3078830676146,1.56,j172.418
1326,10.3078830676146,1.56,j122.103
1326,10.3078830676146,1.56,j03.183
1326,10.3078830676146,1.56,j131.1124
1326,10.3078830676146,1.56,j126.100
1326,10.3078830676146,1.56,j137.428
1326,10.3078830676146,1.56,j160.109
1326,10.3078830676146,1.56,j156.1017
1326,10.3078830676146,1.56,j127.101
1326,10.3078830676146,1.56,j130.1332
1326,10.3078830676146,1.56,j184.164
1326,10.3078830676146,1.56,j126.301
1326,10.3078830676146,1.56,j100.1762
1326,10.3078830676146,1.56,j172.416
1326,10.3078830676146,1.56,j133.602
1326,10.3078830676146,1.56,j341.483
1326,10.3078830676146,1.56,j134.415
1326,10.3078830676146,1.56,j121.171
1326,10.3078830676146,1.56,j180.916
1326,10.3078830676146,1.56,j151.150
1326,10.3078830676146,1.56,j59.1084
1326,10.3078830676146,1.56,j190.100
1326,10.3078830676146,1.56,j142.99
1326,10.3078830676146,1.56,j833.199
1326,10.3078830676146,1.56,j826.150
1326,10.3078830676146,1.56,j154.95
1326,10.3078830676146,1.56,j78.436
1326,10.3078830676146,1.56,j899.135
1326,10.3078830676146,1.56,j160.108
1326,10.3078830676146,1.56,j136.66
1326,10.3078830676146,1.56,j138.567
1326,10.3078830676146,1.56,j912.129
1326,10.3078830676146,1.56,j56.1060
1326,10.3078830676146,1.56,j108.101
1326,10.3078830676146,1.56,j131.725
1326,10.3078830676146,1.56,j195.477
1326,10.3078830676146,1.56,j124.346
1326,10.3078830676146,1.56,j140.73
1326,10.3078830676146,1.56,j887.131
1326,10.3078830676146,1.56,j131.724
1326,10.3078830676146,1.56,j131.345
1326,10.3078830676146,1.56,j206.92
1326,10.3078830676146,1.56,j165.34
1326,10.3078830676146,1.56,j97.1736
1326,10.3078830676146,1.56,j129.104
1326,10.3078830676146,1.56,j294.139
1326,10.3078830676146,1.56,j294.137
1326,10.3078830676146,1.56,j145.75
1326,10.3078830676146,1.56,j161.299
1326,10.3078830676146,1.56,j130.511
1326,10.3078830676146,1.56,j165.35
1326,10.3078830676146,1.56,j341.482
1326,10.3078830676146,1.56,j137.636
1326,10.3078830676146,1.56,j131.919
1326,10.3078830676146,1.56,j181.137
1326,10.3078830676146,1.56,j166.476
1326,10.3078830676146,1.56,j130.292
1326,10.3078830676146,1.56,j131.92
1326,10.3078830676146,1.56,j56.464
1326,10.3078830676146,1.56,j146.465
1326,10.3078830676146,1.56,j146.467
1326,10.3078830676146,1.56,j836.119
1326,10.3078830676146,1.56,j47.749
1326,10.3078830676146,1.56,j902.111
1326,10.3078830676146,1.56,j08.2041
1326,10.3078830676146,1.56,j808.166
1326,10.3078830676146,1.56,j128.509
1326,10.3078830676146,1.56,j131.917
1326,10.3078830676146,1.56,j132.126
1326,10.3078830676146,1.56,j834.164
1326,10.3078830676146,1.56,j194.157
1326,10.3078830676146,1.56,j801.183
1326,10.3078830676146,1.56,j853.223
1326,10.3078830676146,1.56,j130.693
1326,10.3078830676146,1.56,j235.114
1326,10.3078830676146,1.56,j56.1361
1326,10.3078830676146,1.56,j133.88
1326,10.3078830676146,1.56,j133.600
1326,10.3078830676146,1.56,j131.1123
1326,10.3078830676146,1.56,j807.157
1326b,13.2778830676146,1.8,j109.98
1326b,13.2778830676146,1.8,j855.120
1326b,13.2778830676146,1.8,j122.306
1326b,13.2778830676146,1.8,j194.158
1326b,13.2778830676146,1.8,j302.275
1326b,13.2778830676146,1.8,j185.801
1326b,13.2778830676146,1.8,j19.1031
1326b,13.2778830676146,1.8,j104.118
1326b,13.2778830676146,1.8,j857.108
1326b,13.2778830676146,1.8,j178.319
1326b,13.2778830676146,1.8,j305.391
