,C,beta,a0,gamma
119,133.36379238877623,-0.49870722364597025,2.1587572883973847,1.1228925315204503
120,133.36379238877623,-0.49870722364597025,2.1587572883973847,1.1228925315204503
121,133.36379238877623,-0.49870722364597025,2.1587572883973847,1.1228925315204503
122,133.36379238877623,-0.49870722364597025,2.1587572883973847,1.1228925315204503
123,133.36379238877623,-0.49870722364597025,2.1587572883973847,1.1228925315204503
124,149.5426795118977,-0.5255296427506784,2.331095015685785,1.140830083509917
125,131.1294739476618,-0.47783633245479484,1.9083767623168586,1.3240750683303797
126,131.1294739476618,-0.47783633245479484,1.9083767623168586,1.3240750683303797
127,113.65133867622052,-0.4636615308767075,1.896652903502904,1.202709097917707
128,113.65133867622052,-0.4636615308767075,1.896652903502904,1.202709097917707
129,211.5271050633149,-0.5833594481072593,2.957055153482524,1.2609434060111377
130,212.42661551727844,-0.5509772756962601,3.0504313573736193,1.2613929711773464
131,212.42661551727844,-0.5509772756962601,3.0504313573736193,1.2613929711773464
132,242.0258355084318,-0.6342612538708771,3.4519036487702,1.2996854694785884
133,273.4594007738973,-0.6011551854081286,4.169539261315796,1.3210964676377805
134,266.1627004552236,-0.5471878777879806,4.3367101895333375,1.254279260913222
135,274.1230050724414,-0.49760429447566773,4.666388158548514,1.2082526878956288
136,267.4623278544913,-0.49350768007680973,4.5219939460706415,1.21521163062186
137,260.59863195759965,-0.4858004352710129,4.403949321750577,1.212503111420444
138,260.59863195759965,-0.4858004352710129,4.403949321750577,1.212503111420444
139,260.59863195759965,-0.4858004352710129,4.403949321750577,1.212503111420444
140,260.59863195759965,-0.4858004352710129,4.403949321750577,1.212503111420444
141,252.80360602074154,-0.5344504572907636,3.922633648461571,1.2922455851922034
142,248.30038472276874,-0.5214848809547292,3.855700617604243,1.2804550928117862
143,248.30038472276874,-0.5214848809547292,3.855700617604243,1.2804550928117862
144,363.6376534987978,-0.5677496075150624,6.061596501997808,1.0988979693019723
145,371.3001093025282,-0.5729676335361448,6.196830526956787,1.0915472528349954
146,371.3001093025282,-0.5729676335361448,6.196830526956787,1.0915472528349954
147,352.1392395205376,-0.607711167307579,5.85288883474508,1.1122992117070154
148,352.1392395205376,-0.607711167307579,5.85288883474508,1.1122992117070154
149,378.8853739742368,-0.6184979170534184,6.249247273755928,1.1139429678389203
150,378.8853739742368,-0.6184979170534184,6.249247273755928,1.1139429678389203
151,378.8853739742368,-0.6184979170534184,6.249247273755928,1.1139429678389203
152,378.8853739742368,-0.6184979170534184,6.249247273755928,1.1139429678389203
153,378.8853739742368,-0.6184979170534184,6.249247273755928,1.1139429678389203
154,378.8853739742368,-0.6184979170534184,6.249247273755928,1.1139429678389203
155,468.8924157446202,-0.7910017288261144,7.822382647876601,1.1713099365688695
156,445.25604319920365,-0.7669907703568366,7.429775123834725,1.1725047280754177
157,445.25604319920365,-0.7669907703568366,7.429775123834725,1.1725047280754177
158,445.25604319920365,-0.7669907703568366,7.429775123834725,1.1725047280754177
159,537.2181651597324,-0.8820009631573585,9.197613633913184,1.1714804198671702
160,537.2181651597324,-0.8820009631573585,9.197613633913184,1.1714804198671702
161,410.8371039566622,-0.7282603255835917,6.970860105491283,1.1854391131200435
162,410.81111678718986,-0.7283374131008341,6.968961184474287,1.1857241000221355
163,408.0693422145367,-0.7224262493954505,6.903909376477083,1.1884813249784716
164,408.0693422145367,-0.7224262493954505,6.903909376477083,1.1884813249784716
165,368.8999552533925,-0.7093836854143183,5.920904226647188,1.2484574379287512
166,368.8999552533925,-0.7093836854143183,5.920904226647188,1.2484574379287512
167,368.8999552533925,-0.7093836854143183,5.920904226647188,1.2484574379287512
168,414.803682811664,-0.6928740466855996,7.146187334966746,1.0727749644320614
169,414.803682811664,-0.6928740466855996,7.146187334966746,1.0727749644320614
170,414.803682811664,-0.6928740466855996,7.146187334966746,1.0727749644320614
171,300.2221434760688,-0.5157160993627884,5.023891908957719,1.1709263103054854
172,300.2221434760688,-0.5157160993627884,5.023891908957719,1.1709263103054854
173,300.2221434760688,-0.5157160993627884,5.023891908957719,1.1709263103054854
174,301.43245444417295,-0.5119359558603832,5.0236552604092015,1.17590981745419
175,301.43245444417295,-0.5119359558603832,5.0236552604092015,1.17590981745419
176,303.06198085216664,-0.4778812557963319,5.277867832440902,1.1047620911919709
177,290.02129477219495,-0.5476214447512338,5.032686758606351,1.174648550958495
178,290.02129477219495,-0.5476214447512338,5.032686758606351,1.174648550958495
179,300.8741849067149,-0.5717184498955539,4.971454491440143,1.2077936682803854
180,300.8741849067149,-0.5717184498955539,4.971454491440143,1.2077936682803854
181,300.8741849067149,-0.5717184498955539,4.971454491440143,1.2077936682803854
182,300.8741849067149,-0.5717184498955539,4.971454491440143,1.2077936682803854
183,329.1046610721429,-0.62591900381992,5.250783636478319,1.2202835956279101
184,329.1046610721429,-0.62591900381992,5.250783636478319,1.2202835956279101
185,329.1046610721429,-0.62591900381992,5.250783636478319,1.2202835956279101
186,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
187,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
188,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
189,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
190,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
191,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
192,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
193,366.7464616870718,-0.6089482436594177,6.178387963329981,1.114086326409573
194,370.4286272603259,-0.6769698053790498,5.84712341868266,1.1842849457077662
195,370.4286272603259,-0.6769698053790498,5.84712341868266,1.1842849457077662
196,370.4286272603259,-0.6769698053790498,5.84712341868266,1.1842849457077662
197,297.45812533725234,-0.6686100960494111,4.62294077768928,1.2623211080612142
198,323.60826338235574,-0.71700457951337,4.943083942209018,1.285539416561384
199,323.60826338235574,-0.71700457951337,4.943083942209018,1.285539416561384
200,323.60826338235574,-0.71700457951337,4.943083942209018,1.285539416561384
201,325.09601303562624,-0.7153379550279191,4.99149185738474,1.2791670529186034
202,308.8479584004603,-0.7707709519850413,4.19972536337565,1.4123167456257837
203,427.9777229435424,-0.9184795326834629,4.413041728249768,1.5592556222418252
204,426.4865952686378,-0.9084293922345007,4.559316486048255,1.544270747656233
205,426.4865952686378,-0.9084293922345007,4.559316486048255,1.544270747656233
206,453.1542713174828,-0.9286013789188521,4.824174806467381,1.5414235001032928
207,417.0704949769508,-0.8710286410974724,4.458243418072959,1.5066173316238016
208,417.0704949769508,-0.8710286410974724,4.458243418072959,1.5066173316238016
209,392.7198902217357,-0.8321765273349423,4.2113000127534175,1.4831289017075713
210,392.7198902217357,-0.8321765273349423,4.2113000127534175,1.4831289017075713
211,392.7198902217357,-0.8321765273349423,4.2113000127534175,1.4831289017075713
212,400.27880283606663,-0.8235475189180583,4.269610216845139,1.4804640779994371
213,406.22631296190355,-0.8341408710470503,4.275343024767252,1.4867986863888079
214,406.22631296190355,-0.8341408710470503,4.275343024767252,1.4867986863888079
215,413.4885660057056,-0.8304654071334121,4.363525568955138,1.477309004243138
216,413.4885660057056,-0.8304654071334121,4.363525568955138,1.477309004243138
217,413.4885660057056,-0.8304654071334121,4.363525568955138,1.477309004243138
218,419.1389566001683,-0.8442880040056064,4.147294829337339,1.5266392054369915
219,428.5012466845294,-0.8743340719082995,4.302900451015599,1.5297897485705327
220,428.5012466845294,-0.8743340719082995,4.302900451015599,1.5297897485705327
221,635.5459742399054,-1.0286751345693597,6.269967707064349,1.480067231843018
222,634.5282743841329,-1.0281131530286425,6.261391026157606,1.480137864499829
223,634.5282743841329,-1.0281131530286425,6.261391026157606,1.480137864499829
224,645.9475624625888,-1.0373847928009778,6.340691052972571,1.4827992879711507
225,645.9475624625888,-1.0373847928009778,6.340691052972571,1.4827992879711507
226,645.9475624625888,-1.0373847928009778,6.340691052972571,1.4827992879711507
227,832.6231700595793,-1.0939206725397133,7.932841489701084,1.4396642628136231
228,946.942919468427,-1.1550209679191725,8.647580332449845,1.4598489165945894
229,946.942919468427,-1.1550209679191725,8.647580332449845,1.4598489165945894
230,946.942919468427,-1.1550209679191725,8.647580332449845,1.4598489165945894
231,946.942919468427,-1.1550209679191725,8.647580332449845,1.4598489165945894
232,946.942919468427,-1.1550209679191725,8.647580332449845,1.4598489165945894
233,946.942919468427,-1.1550209679191725,8.647580332449845,1.4598489165945894
234,850.8638867559189,-1.1258419157063004,7.8099819956307535,1.4987210030593423
235,887.2240446644737,-1.1287220710939396,8.210997994163742,1.460494055828773
236,887.2240446644737,-1.1287220710939396,8.210997994163742,1.460494055828773
237,789.8061681407783,-1.09691654740263,7.397777065697776,1.4954548049320586
238,789.8061681407783,-1.09691654740263,7.397777065697776,1.4954548049320586
239,789.8061681407783,-1.09691654740263,7.397777065697776,1.4954548049320586
240,870.6757652014487,-1.2092032993081496,8.152810926625053,1.5326332547914108
241,762.5050826565817,-1.1097311163940047,7.358651855851215,1.4571290428520212
242,762.5050826565817,-1.1097311163940047,7.358651855851215,1.4571290428520212
243,593.9482746378116,-0.9559679957791329,5.887060275663581,1.4698330579266787
244,593.9482746378116,-0.9559679957791329,5.887060275663581,1.4698330579266787
245,593.9482746378116,-0.9559679957791329,5.887060275663581,1.4698330579266787
246,615.0809959572224,-0.9447774583685397,6.053729566970432,1.4503628017785128
247,615.0809959572224,-0.9447774583685397,6.053729566970432,1.4503628017785128
248,471.4029604756821,-0.8306869183636374,4.658012872013709,1.5025264990863598
249,471.4029604756821,-0.8306869183636374,4.658012872013709,1.5025264990863598
250,471.4029604756821,-0.8306869183636374,4.658012872013709,1.5025264990863598
251,611.9063257571831,-0.9846828659829292,6.028853024563235,1.476306555455912
252,719.0178340149275,-1.0713682688944426,7.056451575626569,1.4856526840869684
253,719.0178340149275,-1.0713682688944426,7.056451575626569,1.4856526840869684
254,762.2341830469761,-1.1154477550649062,7.076738216091106,1.5080703290931914
255,762.2341830469761,-1.1154477550649062,7.076738216091106,1.5080703290931914
256,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
257,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
258,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
259,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
260,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
261,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
262,576.2939128434881,-0.9752157673808839,5.272732998935014,1.5176204251529046
263,740.951846129013,-1.156530730393507,6.187464464047125,1.617639357760952
264,762.693304702651,-1.1838312041430572,6.29557339121975,1.6364526668917267
265,762.693304702651,-1.1838312041430572,6.29557339121975,1.6364526668917267
266,762.693304702651,-1.1838312041430572,6.29557339121975,1.6364526668917267
267,762.693304702651,-1.1838312041430572,6.29557339121975,1.6364526668917267
268,762.693304702651,-1.1838312041430572,6.29557339121975,1.6364526668917267
269,719.8827137892258,-1.1427458342108647,5.996862895595503,1.62773076957342
270,719.8827137892258,-1.1427458342108647,5.996862895595503,1.62773076957342
271,719.8827137892258,-1.1427458342108647,5.996862895595503,1.62773076957342
272,677.5504738571947,-1.127739543614858,5.564585892677789,1.6513540428724596
273,677.5504738571947,-1.127739543614858,5.564585892677789,1.6513540428724596
274,677.5504738571947,-1.127739543614858,5.564585892677789,1.6513540428724596
275,677.5504738571947,-1.127739543614858,5.564585892677789,1.6513540428724596
276,850.5875813432467,-1.1454742222835301,7.1807990476219015,1.5556407607028875
277,850.5875813432467,-1.1454742222835301,7.1807990476219015,1.5556407607028875
278,850.5875813432467,-1.1454742222835301,7.1807990476219015,1.5556407607028875
279,651.6514618589382,-1.1161305299466338,5.5000444784041855,1.636361285282867
280,651.6514618589382,-1.1161305299466338,5.5000444784041855,1.636361285282867
281,651.6514618589382,-1.1161305299466338,5.5000444784041855,1.636361285282867
282,651.6514618589382,-1.1161305299466338,5.5000444784041855,1.636361285282867
283,662.1628594861405,-1.132155513509014,5.574265286671089,1.6439900621986616
284,662.1628594861405,-1.132155513509014,5.574265286671089,1.6439900621986616
285,662.1628594861405,-1.132155513509014,5.574265286671089,1.6439900621986616
286,662.1628594861405,-1.132155513509014,5.574265286671089,1.6439900621986616
287,582.3250742242672,-0.9989317155681623,5.150593405401863,1.5317342790080926
288,582.3250742242672,-0.9989317155681623,5.150593405401863,1.5317342790080926
289,582.3250742242672,-0.9989317155681623,5.150593405401863,1.5317342790080926
290,629.85470598954,-1.0501615843322183,5.090079066079356,1.5974210838029446
291,623.3665148581044,-1.0494951505424186,5.053219282189913,1.5986542998424889
292,623.3665148581044,-1.0494951505424186,5.053219282189913,1.5986542998424889
293,623.3665148581044,-1.0494951505424186,5.053219282189913,1.5986542998424889
294,626.3797406066401,-1.0493577879818836,5.060815239684928,1.5961123669117157
295,626.3797406066401,-1.0493577879818836,5.060815239684928,1.5961123669117157
296,515.523281585174,-0.9881040327497916,4.355888558492375,1.6038066717907835
297,591.1232191915581,-1.0923324002960855,4.579211708024314,1.6868086572296581
298,547.1965438594534,-1.080869717071662,4.35805991532073,1.6967495981345078
299,547.1965438594534,-1.080869717071662,4.35805991532073,1.6967495981345078
300,557.8434160190358,-1.0988141106261775,4.520980365518393,1.6908785529208934
301,557.8434160190358,-1.0988141106261775,4.520980365518393,1.6908785529208934
302,557.8434160190358,-1.0988141106261775,4.520980365518393,1.6908785529208934
303,674.9223084754253,-1.2990264483613423,4.363521300791574,1.9044453718833827
304,674.9223084754253,-1.2990264483613423,4.363521300791574,1.9044453718833827
305,578.0487666317199,-1.1533882639912756,4.089305789139741,1.7941413586299886
306,578.0487666317199,-1.1533882639912756,4.089305789139741,1.7941413586299886
307,578.0487666317199,-1.1533882639912756,4.089305789139741,1.7941413586299886
308,608.4388040425874,-1.124886416650171,4.3450721069222284,1.7727602460753786
309,715.1556453280837,-1.32774704042499,3.5165951461175107,2.0898105230784987
310,715.1556453280837,-1.32774704042499,3.5165951461175107,2.0898105230784987
311,626.2182309194989,-1.2530768218148953,3.4005215135215305,2.0209106677808952
312,618.2250899674542,-1.259970644988442,3.387871046322705,2.0169305041988976
313,804.74809769169,-1.4203511764929677,3.850009134445191,2.1362812250764045
314,768.1553102052578,-1.3790589987306203,3.781892091018363,2.0952558941825203
315,806.4824264835679,-1.425309843673849,3.794933387413147,2.1545711786608406
316,806.4824264835679,-1.425309843673849,3.794933387413147,2.1545711786608406
317,806.4824264835679,-1.425309843673849,3.794933387413147,2.1545711786608406
318,850.1701960730732,-1.4977203169309417,3.621044495885183,2.251075574711935
319,850.1701960730732,-1.4977203169309417,3.621044495885183,2.251075574711935
320,850.1701960730732,-1.4977203169309417,3.621044495885183,2.251075574711935
321,850.1701960730732,-1.4977203169309417,3.621044495885183,2.251075574711935
322,850.1701960730732,-1.4977203169309417,3.621044495885183,2.251075574711935
323,732.694735376946,-1.3260966412978683,3.370599370793869,2.128134288803333
324,732.694735376946,-1.3260966412978683,3.370599370793869,2.128134288803333
325,732.694735376946,-1.3260966412978683,3.370599370793869,2.128134288803333
326,951.2985149164426,-1.4561391270290491,3.5988764496750947,2.3049426853480726
327,1008.0272857700537,-1.502172224690092,3.6137377866026026,2.371995206169833
328,1008.0272857700537,-1.502172224690092,3.6137377866026026,2.371995206169833
329,1008.0272857700537,-1.502172224690092,3.6137377866026026,2.371995206169833
330,1008.0272857700537,-1.502172224690092,3.6137377866026026,2.371995206169833
331,1008.0272857700537,-1.502172224690092,3.6137377866026026,2.371995206169833
332,1008.0272857700537,-1.502172224690092,3.6137377866026026,2.371995206169833
333,1052.9902242887356,-1.55282802269576,3.5531617216370908,2.4451705700300757
334,1052.9902242887356,-1.55282802269576,3.5531617216370908,2.4451705700300757
335,1052.9902242887356,-1.55282802269576,3.5531617216370908,2.4451705700300757
336,1052.9902242887356,-1.55282802269576,3.5531617216370908,2.4451705700300757
337,1052.9902242887356,-1.55282802269576,3.5531617216370908,2.4451705700300757
338,1075.3611514080799,-1.566817310687271,3.569910691513684,2.465389277097181
339,1075.3611514080799,-1.566817310687271,3.569910691513684,2.465389277097181
340,1075.3611514080799,-1.566817310687271,3.569910691513684,2.465389277097181
341,1075.3611514080799,-1.566817310687271,3.569910691513684,2.465389277097181
342,1057.1194580993706,-1.5489759603593751,3.5716271007788136,2.440266637490112
343,1057.1194580993706,-1.5489759603593751,3.5716271007788136,2.440266637490112
344,992.9306154964229,-1.4916756630422805,3.453434559154767,2.381186224132761
345,973.5137277666889,-1.4724429813901665,3.440073354041704,2.3592202619647775
346,973.5137277666889,-1.4724429813901665,3.440073354041704,2.3592202619647775
347,973.5137277666889,-1.4724429813901665,3.440073354041704,2.3592202619647775
348,1085.8759246734492,-1.5965167761526677,3.4559445338221972,2.5053017970750053
349,927.6947824954844,-1.4642033783575599,3.4412443060227957,2.320095754303078
350,927.6947824954844,-1.4642033783575599,3.4412443060227957,2.320095754303078
351,927.6947824954844,-1.4642033783575599,3.4412443060227957,2.320095754303078
352,927.6947824954844,-1.4642033783575599,3.4412443060227957,2.320095754303078
353,927.6947824954844,-1.4642033783575599,3.4412443060227957,2.320095754303078
354,769.223004102276,-1.297355972640977,3.472718185267169,2.0970210496125183
355,769.223004102276,-1.297355972640977,3.472718185267169,2.0970210496125183
356,977.88510940114,-1.5224876839657262,3.8590691328550175,2.345728891548865
357,875.109167596014,-1.4328203640874086,3.9522598519121748,2.2185162512305845
358,875.109167596014,-1.4328203640874086,3.9522598519121748,2.2185162512305845
359,875.109167596014,-1.4328203640874086,3.9522598519121748,2.2185162512305845
360,875.109167596014,-1.4328203640874086,3.9522598519121748,2.2185162512305845
361,871.1948263824518,-1.4249303479060438,3.992347206647152,2.2079172192752368
362,871.1948263824518,-1.4249303479060438,3.992347206647152,2.2079172192752368
363,881.1477323670907,-1.4363244692179744,4.000136355009942,2.2234686461995836
364,834.9725420838982,-1.415077069079954,3.888898252756962,2.189188155501053
365,683.4551674980542,-1.2259860547107082,4.050940160367496,1.935792099227619
366,683.4551674980542,-1.2259860547107082,4.050940160367496,1.935792099227619
367,683.4551674980542,-1.2259860547107082,4.050940160367496,1.935792099227619
368,681.5977623537705,-1.193587632322725,4.512105501038337,1.862199340167144
369,681.5977623537705,-1.193587632322725,4.512105501038337,1.862199340167144
370,640.0743755471813,-1.161619075597154,4.346176016876811,1.8344019544693895
371,640.0743755471813,-1.161619075597154,4.346176016876811,1.8344019544693895
372,699.8828120545143,-1.2085726330823918,4.543836809068154,1.874828972589701
373,699.8828120545143,-1.2085726330823918,4.543836809068154,1.874828972589701
374,699.8828120545143,-1.2085726330823918,4.543836809068154,1.874828972589701
375,691.4112594921158,-1.144874865725439,5.2728085131790206,1.7789907964084575
376,718.2263035054103,-1.1769441502306994,5.452124838781741,1.7346037074567082
377,718.2263035054103,-1.1769441502306994,5.452124838781741,1.7346037074567082
